Player,Squad,Pos,Age,Gls,Ast,Min,MP,GS,xG,npxG,xAG,PrgC,PrgP,Yellow,Red,League,Country,Source,Source_URL
Romano Schmid,Werder Bremen,"MF,FW",25-332,2,4,"1,314",15,15,3.8,1.4,5.1,38,90,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Isaac Schmidt,Werder Bremen,"DF,MF",26-018,1,0,238,8,1,0.8,0.8,0.2,8,15,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Joël Schmied,Köln,DF,27-093,0,0,795,11,9,0.2,0.2,0.1,4,18,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jan Schöppner,Heidenheim,MF,26-196,1,0,"1,038",14,13,0.6,0.6,0.9,10,28,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marvin Schwäbe,Köln,GK,30-244,0,0,"1,350",15,15,0.0,0.0,0.3,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Léo Scienza,Heidenheim,"MF,FW",27-103,1,0,180,2,2,0.1,0.1,1.1,11,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Sebastian Sebulonsen,Köln,DF,25-332,0,0,"1,170",15,13,1.0,1.0,1.9,13,19,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jenson Seelt,Wolfsburg,DF,22-216,0,0,681,9,8,0.2,0.2,0.0,3,22,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nicolas Seiwald,RB Leipzig,MF,24-235,0,1,"1,243",15,14,0.4,0.4,1.0,5,39,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Armindo Sieb,Mainz 05,"FW,MF",22-311,2,0,339,12,2,1.6,1.6,0.4,11,2,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tim Siersleben,Heidenheim,DF,25-291,0,0,825,11,9,0.2,0.2,0.5,9,41,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Fábio Silva,Dortmund,"MF,FW",23-159,0,3,129,9,1,0.1,0.1,0.7,2,4,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Xavi Simons,RB Leipzig,MF,22-248,0,0,90,1,1,0.0,0.0,0.0,3,5,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Danel Sinani,St. Pauli,"MF,FW",28-264,2,2,875,14,9,1.7,1.0,1.7,13,58,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tim Skarke,Union Berlin,"MF,DF",29-109,1,0,359,12,2,0.7,0.7,0.2,8,5,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Ellyes Skhiri,Eint Frankfurt,MF,30-229,0,0,596,9,7,0.1,0.1,0.1,1,22,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Andreas Skov Olsen,Wolfsburg,FW,25-361,1,0,362,8,4,0.3,0.3,0.9,8,10,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Robert Skov,Union Berlin,DF,29-219,0,0,220,3,3,0.0,0.0,0.0,8,4,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Eric Smith,St. Pauli,DF,28-351,1,0,"1,214",14,14,0.3,0.3,0.1,9,51,2,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Aboubaka Soumahoro,Hamburger SV,"DF,MF",20-324,0,0,136,4,2,0.0,0.0,0.0,1,4,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Vinicius Souza,Wolfsburg,MF,26-191,0,0,793,12,10,0.1,0.1,0.1,3,34,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jens Stage,Werder Bremen,MF,29-047,5,1,"1,100",13,13,2.9,2.9,0.8,6,40,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Otto Stange,Hamburger SV,MF,18-319,0,0,16,1,0,0.0,0.0,0.0,1,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Josip Stanišić,Bayern Munich,DF,25-267,2,2,708,10,7,1.0,1.0,1.1,20,57,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Niklas Stark,Werder Bremen,DF,30-255,0,0,301,7,3,0.0,0.0,0.0,0,8,5,2,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Pascal Stenzel,Stuttgart,DF,29-280,0,0,106,2,2,0.3,0.3,0.0,1,4,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Angelo Stiller,Stuttgart,MF,24-265,1,3,"1,170",15,12,1.7,0.9,2.2,22,106,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Kevin Stöger,Gladbach,MF,32-120,0,0,464,12,5,1.7,0.9,1.3,8,30,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yukinari Sugawara,Werder Bremen,DF,25-180,0,3,"1,241",14,14,1.3,1.3,0.7,30,64,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Niklas Süle,Dortmund,DF,30-113,0,1,136,3,2,0.0,0.0,0.1,0,5,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yuito Suzuki,Freiburg,"MF,FW",24-061,2,1,626,10,7,2.5,2.5,0.6,15,17,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Mattias Svanberg,Wolfsburg,"MF,FW",26-354,2,1,562,14,5,1.9,1.9,1.0,7,27,3,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Daniel Svensson,Dortmund,"DF,MF",23-316,1,1,"1,134",15,12,0.8,0.8,1.1,23,37,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Haris Tabakovic,Gladbach,FW,31-188,7,3,984,14,11,6.6,5.9,0.8,4,10,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonathan Tah,Bayern Munich,DF,29-317,1,0,"1,057",12,12,0.4,0.4,0.1,7,61,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Axel Tapé,Leverkusen,DF,18-137,0,0,177,5,2,0.2,0.2,0.0,3,3,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Edmond Tapsoba,Leverkusen,DF,26-326,3,2,"1,225",14,14,1.1,1.1,0.4,10,62,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nathan Tella,Leverkusen,"MF,DF",26-173,0,2,394,8,4,1.0,1.0,1.4,13,11,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Martin Terrier,Leverkusen,MF,28-296,3,0,286,8,2,1.0,1.0,0.7,9,8,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Arthur Theate,Eint Frankfurt,DF,25-214,1,0,"1,260",14,14,0.6,0.6,0.2,24,106,5,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jan Thielmann,Köln,"MF,FW",23-213,2,1,844,12,12,1.6,1.6,0.6,12,19,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Phillip Tietz,Augsburg,"FW,MF",28-169,1,0,198,10,0,0.8,0.8,0.1,1,5,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Malik Tillman,Leverkusen,MF,23-211,3,1,811,11,10,2.3,2.3,1.7,19,31,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Umut Tohumcu,Hoffenheim,MF,21-136,0,0,136,5,1,0.1,0.1,0.0,3,5,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tiago Tomás,Stuttgart,"FW,MF",23-192,3,0,628,14,6,3.9,3.9,0.8,11,19,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Keke Topp,Werder Bremen,FW,21-275,0,1,393,11,4,0.5,0.5,1.1,6,10,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jordan Torunarigha,Hamburger SV,DF,28-140,0,0,619,7,7,0.0,0.0,0.0,2,23,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Bazoumana Touré,Hoffenheim,"FW,MF",19-298,2,4,"1,083",14,14,2.0,2.0,2.4,55,34,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Omar Traoré,Heidenheim,DF,27-324,0,2,908,15,9,0.2,0.2,1.1,19,52,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Philipp Treu,Freiburg,"DF,FW",25-022,1,1,863,12,9,0.6,0.6,0.2,11,25,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Christopher Trimmel,Union Berlin,DF,38-304,0,2,955,14,12,0.0,0.0,2.8,15,26,6,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lukas Ullrich,Gladbach,DF,21-284,0,0,644,11,7,0.2,0.2,0.6,12,19,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Deniz Undav,Stuttgart,"FW,MF",29-159,8,0,789,11,9,4.8,4.8,0.5,8,21,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Dayot Upamecano,Bayern Munich,DF,27-059,1,0,899,12,11,1.0,1.0,0.5,6,54,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jan Urbich,Gladbach,FW,21-185,0,0,39,3,0,0.0,0.0,0.0,2,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonas Urbig,Bayern Munich,GK,22-139,0,0,270,3,3,0.0,0.0,0.0,0,4,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Can Uzun,Eint Frankfurt,MF,20-044,5,3,651,11,9,1.7,1.7,2.0,12,45,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Josha Vagnoman,Stuttgart,DF,25-014,1,1,876,13,10,0.8,0.8,0.5,15,20,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nikola Vasilj,St. Pauli,GK,30-023,0,0,"1,350",15,15,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Denis Vavro,Wolfsburg,DF,29-259,1,0,104,4,1,0.3,0.3,0.0,0,0,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Lucas Vázquez,Leverkusen,DF,34-177,0,1,240,5,3,0.1,0.1,0.8,5,4,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nikolas Veratschnig,Mainz 05,DF,22-335,0,0,271,11,2,0.0,0.0,0.0,6,9,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Fabio Vieira,Hamburger SV,"MF,FW",25-209,1,3,639,10,7,1.1,1.1,1.5,6,45,3,2,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Luka Vušković,Hamburger SV,DF,18-304,2,0,"1,170",13,13,1.2,1.2,0.3,8,34,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Yannik Wagner,Heidenheim,"MF,FW",18-230,0,0,39,3,0,0.0,0.0,0.6,0,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Elye Wahi,Eint Frankfurt,FW,22-357,0,1,324,10,3,0.8,0.8,0.3,6,10,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Hauke Wahl,St. Pauli,DF,31-254,1,0,"1,215",14,14,0.4,0.4,0.1,15,63,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Luca Waldschmidt,Köln,"FW,MF",29-220,3,2,372,10,5,3.2,2.4,1.1,8,10,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Tobias Weigel,Heidenheim,FW,18-243,0,0,2,1,0,0.0,0.0,0.0,0,0,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nelson Weiper,Mainz 05,FW,20-283,0,0,437,13,3,1.3,1.3,0.3,5,9,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Timo Werner,RB Leipzig,FW,29-294,0,0,14,3,0,0.0,0.0,0.0,2,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Silvan Widmer,Mainz 05,DF,32-295,1,0,584,10,7,1.3,1.3,0.1,4,17,2,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Patrick Wimmer,Wolfsburg,FW,24-209,3,3,785,12,10,1.9,1.9,0.8,14,26,3,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jonas Wind,Wolfsburg,FW,26-321,0,0,301,8,3,0.8,0.8,0.1,3,17,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Marius Wolf,Augsburg,"DF,FW",30-212,1,0,398,11,6,0.7,0.7,0.5,9,11,1,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Nick Woltemade,Stuttgart,FW,23-314,0,0,90,1,1,0.0,0.0,0.1,1,1,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Jeong Woo-yeong,Union Berlin,"MF,FW",26-096,0,1,442,13,5,0.8,0.8,0.3,6,10,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Dan-Axel Zagadou,Stuttgart,DF,26-205,0,0,164,2,2,0.3,0.3,0.1,3,9,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Aaron Zehnter,Wolfsburg,DF,21-055,2,0,989,12,11,0.5,0.5,1.0,14,18,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Robin Zentner,Mainz 05,GK,31-058,0,0,786,9,9,0.0,0.0,0.0,0,1,2,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Cedric Zesiger,Augsburg,DF,27-184,0,0,379,9,5,0.1,0.1,0.1,3,21,4,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Michael Zetterer,Eint Frankfurt,GK,30-166,0,0,990,11,11,0.0,0.0,0.0,0,3,0,0,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Budu Zivzivadze,Heidenheim,FW,31-290,1,0,377,8,6,1.8,1.8,0.1,4,8,0,1,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats
Himad Abdelli,Angers,MF,26-038,2,0,943,13,11,2.0,0.4,0.4,39,79,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ali Abdi,Nice,"DF,MF",32-005,0,0,464,9,6,0.0,0.0,0.5,12,7,3,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Salis Abdul Samed,Nice,MF,25-274,0,0,506,11,7,0.0,0.0,0.0,5,8,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Saud Abdulhamid,Lens,DF,26-160,0,1,217,10,1,0.0,0.0,0.5,3,14,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Laurent Abergel,Lorient,MF,32-327,1,0,"1,305",15,15,0.6,0.6,1.0,17,78,5,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Matthis Abline,Nantes,"FW,MF",22-272,2,2,"1,248",16,13,3.5,2.8,1.4,51,29,3,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Abner,Lyon,DF,25-212,1,0,810,10,10,0.9,0.9,0.4,18,49,2,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Francis Abu,Toulouse,MF,24-242,0,0,526,8,7,0.1,0.1,0.0,1,20,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Giorgi Abuashvili,Metz,"FW,MF",22-320,1,0,288,10,4,0.3,0.3,0.2,11,9,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Nathaniel Adjei,Lorient,DF,23-126,0,0,7,2,0,0.0,0.0,0.0,0,0,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Nayef Aguerd,Marseille,DF,29-270,1,0,963,11,11,0.4,0.4,0.1,9,50,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ruben Aguilar,Lens,DF,32-243,0,1,"1,244",16,15,0.4,0.4,1.4,33,58,3,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Abdelhamid Ait Boudlal,Rennes,DF,19-253,2,1,648,9,8,1.2,1.2,0.3,8,25,2,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Tosin Aiyegun,Lorient,"MF,FW",27-182,3,0,709,14,9,4.2,3.0,0.8,12,17,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Ludovic Ajorque,Brest,FW,31-303,1,4,"1,313",15,15,3.9,3.9,1.4,11,23,4,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Maghnes Akliouche,Monaco,"FW,MF",23-303,3,2,"1,205",15,14,3.6,3.6,2.6,44,71,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Clément Akpa,Auxerre,DF,24-031,0,0,"1,229",15,14,0.1,0.1,0.4,8,48,3,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mohamed Ali Cho,Nice,FW,21-340,2,2,617,9,8,1.1,1.1,1.6,29,22,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Jim Allevinah,Angers,"FW,DF",30-301,0,0,88,4,0,0.3,0.3,0.0,1,4,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Kelvin Amian,Nantes,DF,27-320,0,1,"1,440",16,16,0.2,0.2,0.6,18,65,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mohamed Amine Sbai,Angers,FW,25-050,0,1,637,9,8,0.9,0.9,1.4,36,28,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Michael Amir Murillo,Marseille,DF,29-317,2,0,843,13,10,0.9,0.9,0.7,19,35,4,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Samuel Amo-Ameyaw,Strasbourg,"DF,MF",19-160,1,1,466,11,4,0.3,0.3,0.5,32,15,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mathis Amougou,Strasbourg,MF,19-341,0,0,262,8,2,0.2,0.2,0.2,7,14,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Benjamin André,Lille,MF,35-144,2,1,"1,159",13,13,1.5,1.5,0.9,16,90,5,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Youssef El-Arabi,Nantes,FW,38-325,3,0,544,14,7,1.5,0.5,0.5,7,11,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Carlens Arcus,Angers,DF,29-180,0,1,"1,275",15,15,0.1,0.1,0.8,18,42,3,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Hákon Arnar Haraldsson,Lille,"MF,FW",22-259,5,1,"1,113",15,13,4.1,4.1,2.2,39,63,3,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Joel Asoro,Metz,FW,26-242,0,0,205,6,2,0.6,0.6,0.1,0,2,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Dehmaine Assoumani,Nantes,MF,20-252,0,0,642,14,8,0.4,0.4,0.6,11,21,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Otavio Ataide,Paris FC,DF,23-248,0,0,"1,118",13,12,0.2,0.2,0.0,11,40,5,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Pierre-Emerick Aubameyang,Marseille,FW,36-190,5,5,945,14,10,6.2,6.2,2.5,16,22,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Arthur Avom,Lorient,MF,21-010,0,1,"1,268",16,14,0.7,0.7,1.7,30,80,3,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Chidozie Awaziem,Nantes,DF,28-358,1,0,"1,425",16,16,0.5,0.5,0.3,6,45,6,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Oussama El Azzouzi,Auxerre,"MF,DF",24-210,1,0,546,8,7,0.5,0.5,0.2,6,32,1,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Samson Baidoo,Lens,DF,21-269,2,1,"1,305",15,14,1.4,1.4,0.6,2,35,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Theo Bair,Auxerre,"MF,FW",26-120,0,0,10,2,0,0.0,0.0,0.0,0,0,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Darryl Bakola,Marseille,MF,18-025,0,0,58,7,0,0.1,0.1,0.0,2,7,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Dilane Bakwa,Strasbourg,"DF,MF",23-121,1,2,107,3,0,0.1,0.1,0.4,10,6,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Leonardo Balerdi,Marseille,DF,26-333,0,1,820,12,8,0.9,0.9,0.1,1,29,3,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Fodé Ballo-Touré,Metz,DF,28-356,0,0,410,6,5,0.2,0.2,0.6,13,11,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Folarin Balogun,Monaco,FW,24-175,4,1,754,12,8,5.0,4.3,1.4,19,16,0,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Abdoulaye Bamba,Angers,DF,35-244,0,0,10,1,0,0.0,0.0,0.0,0,0,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Aladji Bamba,Monaco,MF,19-164,0,0,131,5,2,0.0,0.0,0.0,1,10,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Mohamed Bamba,Lorient,FW,24-015,1,1,618,14,7,2.2,1.4,1.1,5,5,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Valentín Barco,Strasbourg,"MF,DF",21-155,1,4,"1,152",14,13,1.4,1.4,3.5,22,105,2,1,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Bradley Barcola,Paris S-G,FW,23-114,5,0,785,13,9,3.9,3.9,1.9,39,38,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Melvin Bard,Nice,"DF,MF",25-049,1,0,"1,350",16,14,0.4,0.4,0.4,30,54,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Haris Belkebla,Angers,MF,31-331,0,0,"1,423",16,16,0.2,0.2,0.3,5,34,5,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Yassin Belkhdim,Angers,"MF,FW",23-314,2,2,"1,261",16,15,1.3,1.3,1.1,11,32,2,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Eliesse Ben Seghir,Monaco,"MF,FW",20-312,0,0,45,2,0,0.1,0.1,0.0,2,2,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Yassine Benhattab,Nantes,"MF,FW",23-037,0,0,477,10,5,0.2,0.2,0.7,15,15,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Nabil Bentaleb,Lille,MF,31-031,2,1,520,14,5,1.1,0.4,0.4,6,49,1,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
Lucas Beraldo,Paris S-G,DF,22-031,1,0,643,9,8,0.4,0.4,0.0,1,38,0,0,Ligue 1,France,cloudscraper,https://fbref.com/en/comps/13/stats/Ligue-1-Stats
