Player,Squad,Pos,Age,Gls,Ast,Min,MP,Sh,SoT,xG,xAG,Cmp,League,Country,Source,Source_URL,position,age,weekly_gross,annual_gross,currency
Oliver Baumann,Hoffenheim,GK,35-197,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,35,68846.0,3580000.0,€
Christoph Baumgartner,RB Leipzig,MF,26-137,6,5,"1,111",14,,,6.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,26,83461.0,4340000.0,€
Ihlas Bebou,Hoffenheim,FW,31-237,0,0,112,9,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,31,43461.0,2260000.0,€
Adrian Beck,Heidenheim,"MF,FW",28-190,0,0,523,12,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,28,29038.0,1510000.0,€
Maximilian Beier,Dortmund,"MF,FW",23-060,3,2,670,12,,,2.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,22,79807.0,4150000.0,€
Stefan Bell,Mainz 05,DF,34-114,0,1,490,11,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,34,32692.0,1700000.0,€
Jobe Bellingham,Dortmund,MF,20-084,0,0,486,14,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,19,90769.0,4720000.0,€
Jeanuël Belocian,Leverkusen,DF,20-302,0,0,157,6,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,20,29038.0,1510000.0,€
Eliesse Ben Seghir,Leverkusen,MF,20-303,0,0,199,7,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,20,61730.0,3210000.0,€
Ramy Bensebaini,Dortmund,DF,30-244,1,0,856,11,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,30,86730.0,4510000.0,€
Bernardo,Hoffenheim,DF,30-216,0,0,"1,141",13,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,30,72500.0,3770000.0,€
Jan-Niklas Beste,Freiburg,"FW,MF",26-346,0,1,823,10,,,1.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,26,65384.0,3400000.0,€
Tom Bischof,Bayern Munich,"DF,MF",20-171,0,3,599,12,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,20,54423.0,2830000.0,€
Leonardo Bittencourt,Werder Bremen,MF,31-362,0,0,198,8,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,31,50769.0,2640000.0,€
Ben Bobzien,Mainz 05,FW,22-231,0,0,9,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,22,12692.0,660000.0,€
Sacha Boey,Bayern Munich,DF,25-094,0,0,463,9,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,24,90769.0,4720000.0,€
Victor Boniface,Werder Bremen,"FW,MF",24-358,0,2,333,11,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,24,54423.0,2830000.0,€
Badredine Bouanani,Stuttgart,"FW,MF",21-008,0,0,316,9,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,20,29038.0,1510000.0,€
Julian Brandt,Dortmund,"MF,FW",29-228,3,2,602,11,,,3.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,29,134615.0,7000000.0,€
Nathaniel Brown,Eint Frankfurt,"DF,FW",22-183,1,2,998,14,,,1.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,22,43461.0,2260000.0,€
Marius Bülter,Köln,FW,32-262,3,3,707,12,,,2.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,32,25384.0,1320000.0,€
Livan Burcu,Union Berlin,DF,21-079,0,0,13,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,20,16346.0,850000.0,€
Jan Bürger,Wolfsburg,DF,18-281,0,0,52,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Wouter Burger,Hoffenheim,MF,24-303,3,4,"1,071",13,,,1.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,24,20000.0,1040000.0,€
Jonathan Burkardt,Eint Frankfurt,FW,25-158,8,0,680,10,,,6.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,25,94423.0,4910000.0,€
Oliver Burke,Union Berlin,"MF,FW",28-253,4,0,713,13,,,2.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,28,29038.0,1510000.0,€
Marnon Busch,Heidenheim,"DF,MF",31-008,0,2,781,14,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,30,14423.0,750000.0,€
Aurélio Buta,Eint Frankfurt,DF,28-309,0,0,137,3,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,28,12692.0,660000.0,€
William Bøving,Mainz 05,MF,22-290,0,1,183,4,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,22,20000.0,1040000.0,€
Anthony Caci,Mainz 05,"DF,MF",28-168,0,0,310,4,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,28,36346.0,1890000.0,€
Cole Campbell,Dortmund,FW,19-299,0,0,17,1,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,19,9038.0,470000.0,€
Emre Can,Dortmund,DF,31-338,1,0,269,3,,,0.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,31,153846.0,8000000.0,€
Nicolás Capaldo,Hamburger SV,"DF,MF",28-093,0,1,919,12,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,26,43461.0,2260000.0,€
Alessio Castro-Montes,Köln,"MF,DF",28-213,0,0,93,4,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RM,28,50769.0,2640000.0,€
Abdoulie Ceesay,St. Pauli,"FW,MF",21-345,0,0,193,10,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,21,5000.0,260000.0,€
Václav Černý,Wolfsburg,FW,28-060,0,0,47,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Julian Chabot,Stuttgart,DF,27-307,0,0,907,11,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,27,54423.0,2830000.0,€
El Chadaille Bitshiabu,RB Leipzig,DF,20-214,0,0,111,2,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,20,54423.0,2830000.0,€
Fares Chaïbi,Eint Frankfurt,MF,23-018,1,6,955,13,,,1.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Arthur Chaves,Hoffenheim,DF,24-321,0,0,240,4,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,24,21730.0,1130000.0,€
Chema,Stuttgart,MF,20-235,1,0,661,10,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Fabio Chiarodia,Gladbach,DF,20-194,0,0,278,5,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,20,12692.0,660000.0,€
Carney Chukwuemeka,Dortmund,"MF,FW",22-057,1,0,463,11,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,21,115384.0,6000000.0,€
Alexis Claude-Maurice,Augsburg,"MF,FW",27-193,0,0,639,11,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,27,32692.0,1700000.0,€
Nnamdi Collins,Eint Frankfurt,DF,21-340,0,1,759,12,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,21,18076.0,940000.0,€
Sirlord Conteh,Heidenheim,"FW,MF",29-160,1,1,235,4,,,1.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,29,14423.0,750000.0,€
Danny da Costa,Mainz 05,DF,32-156,1,0,"1,139",14,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,32,29038.0,1510000.0,€
Vladimír Coufal,Hoffenheim,DF,33-116,1,4,"1,245",14,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,33,72500.0,3770000.0,€
Abdoul Coulibaly,Werder Bremen,DF,18-207,1,0,"1,130",14,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Yan Couto,Dortmund,"DF,MF",23-196,1,2,659,9,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,23,90769.0,4720000.0,€
Patrice Čović,Werder Bremen,"MF,FW",18-174,0,0,207,8,,,0.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Adam Daghim,Wolfsburg,FW,20-079,2,0,538,8,,,0.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,19,16346.0,850000.0,€
Finn Dahmen,Augsburg,GK,27-264,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,27,43461.0,2260000.0,€
Mahmoud Dahoud,Eint Frankfurt,MF,29-349,1,0,294,6,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,29,61730.0,3210000.0,€
Ameen Al-Dakhil,Stuttgart,DF,23-285,0,0,312,6,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,23,29038.0,1510000.0,€
Muhammed Damar,Hoffenheim,"FW,MF",21-251,0,0,227,8,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,21,18076.0,940000.0,€
Bence Dárdai,Wolfsburg,MF,19-326,0,0,35,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,19,12692.0,660000.0,€
Aiman Dardari,Augsburg,MF,20-270,0,0,21,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,20,3269.0,170000.0,€
Alphonso Davies,Bayern Munich,DF,25-044,0,0,30,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,24,288461.0,15000000.0,€
Ermedin Demirović,Stuttgart,FW,27-266,3,1,492,6,,,2.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Rav van den Berg,Köln,DF,21-162,0,0,419,5,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,21,21730.0,1130000.0,€
Luis Díaz,Bayern Munich,FW,28-337,7,6,"1,072",13,,,6.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,28,269230.0,14000000.0,€
Kevin Diks,Gladbach,DF,29-071,2,0,"1,153",14,,,2.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,28,54423.0,2830000.0,€
Eren Dinkçi,Freiburg,"MF,FW",24-003,0,0,248,8,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,23,25384.0,1320000.0,€
Yan Diomandé,RB Leipzig,FW,19-032,6,2,888,14,,,3.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Ritsu Doan,Eint Frankfurt,"FW,MF",27-183,4,4,"1,138",14,,,2.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,27,108846.0,5660000.0,€
Danilho Doekhi,Union Berlin,DF,27-169,4,0,"1,260",14,,,2.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,27,54423.0,2830000.0,€
Jean-Luc Dompé,Hamburger SV,"FW,MF",30-126,2,0,820,11,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,30,36346.0,1890000.0,€
Niklas Dorsch,Heidenheim,MF,27-335,0,0,809,13,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,27,32692.0,1700000.0,€
Adam Dźwigała,St. Pauli,DF,30-082,1,0,499,8,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Claudio Echeverri,Leverkusen,"MF,DF",19-348,0,0,134,6,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,19,18076.0,940000.0,€
Maximilian Eggestein,Freiburg,MF,29-008,2,0,"1,260",14,,,1.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,28,90769.0,4720000.0,€
Daniel Elfadli,Hamburger SV,DF,28-254,0,0,770,10,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,28,32692.0,1700000.0,€
Nico Elvedi,Gladbach,DF,29-077,0,0,"1,260",14,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,28,68846.0,3580000.0,€
Yannik Engelhardt,Gladbach,MF,24-312,1,1,981,12,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,24,21730.0,1130000.0,€
Christian Eriksen,Wolfsburg,"MF,FW",33-305,0,3,693,11,,,1.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Samuel Essende,Augsburg,FW,27-327,1,0,326,10,,,1.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,27,29038.0,1510000.0,€
Robin Fellhauer,Augsburg,"DF,MF",27-329,1,1,"1,117",14,,,0.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,27,25384.0,1320000.0,€
Ezequiél Fernández,Leverkusen,MF,23-144,0,0,297,5,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Max Finkgräfe,RB Leipzig,DF,21-264,0,0,25,2,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,21,14423.0,750000.0,€
Kilian Fischer,Wolfsburg,DF,25-065,0,0,603,7,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,24,21730.0,1130000.0,€
Mark Flekken,Leverkusen,GK,32-186,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,32,90769.0,4720000.0,€
Jonas Föhrenbach,Heidenheim,DF,29-324,1,1,"1,224",14,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,29,12692.0,660000.0,€
Oscar Fraulo,Gladbach,"MF,DF",22-010,1,0,43,4,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,21,16346.0,850000.0,€
Marco Friedl,Werder Bremen,DF,27-275,1,0,"1,128",13,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,27,58076.0,3020000.0,€
Marvin Friedrich,Gladbach,DF,30-003,0,0,127,4,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,29,40000.0,2080000.0,€
Chris Führich,Stuttgart,"FW,MF",27-341,2,2,413,13,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,27,65384.0,3400000.0,€
Joel Fujita,St. Pauli,MF,23-303,0,3,"1,240",14,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Aleix García,Leverkusen,MF,28-171,0,4,"1,141",14,,,0.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,28,101538.0,5280000.0,€
Jusuf Gazibegović,Köln,DF,25-280,0,0,23,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Valentin Gendrey,Hoffenheim,DF,25-178,0,0,3,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,25,47115.0,2450000.0,€
Yannick Gerhardt,Wolfsburg,MF,31-278,0,0,326,5,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,31,68846.0,3580000.0,€
Ismaël Gharbi,Augsburg,MF,21-250,0,0,63,4,,,0.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,21,9038.0,470000.0,€
Dimitris Giannoulis,Augsburg,"DF,MF",30-060,2,2,841,12,,,0.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Benedikt Gimber,Heidenheim,"DF,MF",28-300,0,0,498,9,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,28,32692.0,1700000.0,€
Matthias Ginter,Freiburg,DF,31-331,0,1,"1,260",14,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,31,108846.0,5660000.0,€
Robert Glatzel,Hamburger SV,"FW,MF",31-342,1,0,120,9,,,0.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,31,43461.0,2260000.0,€
Serge Gnabry,Bayern Munich,"MF,FW",30-155,4,4,621,11,,,2.9,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,30,362884.0,18870000.0,€
Giorgi Gocholeishvili,Hamburger SV,MF,24-305,0,1,661,11,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RB,24,15192.0,790000.0,€
Tidiam Gomis,RB Leipzig,FW,19-130,1,0,98,6,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,19,10961.0,570000.0,€
Leon Goretzka,Bayern Munich,MF,30-313,0,0,771,13,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,30,250000.0,13000000.0,€
Mario Götze,Eint Frankfurt,MF,33-196,0,0,420,11,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,33,79807.0,4150000.0,€
Jeffrey Gouweleeuw,Augsburg,DF,34-159,0,0,365,5,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,34,43461.0,2260000.0,€
Kamil Grabara,Wolfsburg,GK,26-342,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,26,61730.0,3210000.0,€
Vincenzo Grifo,Freiburg,"FW,MF",32-253,4,1,750,14,,,3.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,32,87115.0,4530000.0,€
Álex Grimaldo,Leverkusen,DF,30-087,4,3,929,11,,,2.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Pascal Groß,Dortmund,MF,34-184,0,1,543,10,,,0.6,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,34,108846.0,5660000.0,€
Marco Grüll,Werder Bremen,FW,27-163,2,1,"1,026",14,,,1.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,27,29038.0,1510000.0,€
Raphaël Guerreiro,Bayern Munich,"MF,DF",31-359,2,2,318,8,,,1.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,31,153846.0,8000000.0,€
Serhou Guirassy,Dortmund,FW,29-279,5,1,"1,104",13,,,7.2,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,29,181346.0,9430000.0,€
Péter Gulácsi,RB Leipzig,GK,35-224,0,0,"1,260",14,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,35,108846.0,5660000.0,€
Christian Günter,Freiburg,DF,32-291,0,2,452,9,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LB,32,54423.0,2830000.0,€
Janik Haberer,Union Berlin,"MF,DF",31-258,0,1,753,14,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CM,31,32692.0,1700000.0,€
Robin Hack,Gladbach,"FW,MF",27-111,0,0,248,4,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,27,72500.0,3770000.0,€
Albian Hajdari,Hoffenheim,DF,22-212,1,0,945,12,,,1.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,22,29038.0,1510000.0,€
Andreas Hanche-Olsen,Mainz 05,DF,28-333,0,1,761,12,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,28,47115.0,2450000.0,€
Isak Hansen-Aarøen,Werder Bremen,FW,21-116,0,0,2,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,21,6923.0,360000.0,€
Conrad Harder,RB Leipzig,FW,20-253,1,2,400,12,,,1.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,20,43461.0,2260000.0,€
Dominique Heintz,Köln,DF,32-123,0,0,290,6,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,32,21730.0,1130000.0,€
Ramon Hendriks,Stuttgart,DF,24-151,0,0,639,12,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CB,24,14423.0,750000.0,€
Pharell Hensel,Wolfsburg,MF,18-282,0,0,3,3,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Charles Herrmann,Gladbach,MF,19-329,0,1,5,1,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,19,5384.0,280000.0,€
Daniel Heuer Fernandes,Hamburger SV,GK,33-033,0,0,"1,260",14,,,0.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,GK,32,21730.0,1130000.0,€
Piero Hincapié,Leverkusen,DF,23-341,0,0,90,1,,,0.4,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Adam Hložek,Hoffenheim,"FW,MF",23-144,0,0,22,2,,,0.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Nicolas Höfler,Freiburg,MF,35-282,0,0,30,3,,,0.0,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,DM,35,18076.0,940000.0,€
Jonas Hofmann,Leverkusen,"MF,DF",33-155,2,1,573,11,,,1.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,AM,33,83461.0,4340000.0,€
Lucas Höler,Freiburg,"FW,MF",31-159,1,1,961,13,,,2.1,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,31,12692.0,660000.0,€
Benedict Hollerbach,Mainz 05,"MF,FW",24-213,0,2,616,10,,,0.7,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,CF,24,43461.0,2260000.0,€
Franck Honorat,Gladbach,"FW,MF",29-127,0,3,677,9,,,0.5,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,RW,29,90769.0,4720000.0,€
Mathias Honsak,Heidenheim,"FW,MF",28-361,0,0,603,11,,,1.3,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,LW,28,25384.0,1320000.0,€
Andreas Hountondji,St. Pauli,"FW,MF",23-158,4,0,553,11,,,1.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
Robin Hranáč,Hoffenheim,DF,25-321,0,0,"1,225",14,,,0.8,,,Bundesliga,Germany,cloudscraper,https://fbref.com/en/comps/20/stats/Bundesliga-Stats,,,,,
